time,ego_speed,acceleration_cmd,mode,distance_error,distance,ttc
4.8,14.400000000000013,3.0,cruise,,,
4.9,14.700000000000014,3.0,cruise,,,
5.0,15.000000000000014,3.0,cruise,,,
5.1,15.300000000000015,3.0,cruise,,,
5.2,15.600000000000016,3.0,cruise,,,
5.3,15.900000000000016,3.0,cruise,,,
5.4,16.200000000000017,3.0,cruise,,,
5.5,16.500000000000018,3.0,cruise,,,
5.6,16.80000000000002,3.0,cruise,,,
5.7,17.10000000000002,3.0,cruise,,,
5.8,17.40000000000002,3.0,cruise,,,
5.9,17.70000000000002,3.0,cruise,,,
6.0,18.00000000000002,3.0,cruise,,,
6.1,18.300000000000022,3.0,cruise,,,
6.2,18.600000000000023,3.0,cruise,,,
6.3,18.900000000000023,3.0,cruise,,,
6.4,19.200000000000024,3.0,cruise,,,
6.5,19.500000000000025,3.0,cruise,,,
6.6,19.800000000000026,3.0,cruise,,,
6.7,20.100000000000026,3.0,cruise,,,
6.8,20.400000000000027,3.0,cruise,,,
6.9,20.700000000000028,3.0,cruise,,,
7.0,21.00000000000003,3.0,cruise,,,
7.1,21.30000000000003,3.0,cruise,,,
7.2,21.60000000000003,3.0,cruise,,,
7.3,21.90000000000003,3.0,cruise,,,
7.4,22.20000000000003,3.0,cruise,,,
7.5,22.500000000000032,3.0,cruise,,,
7.6,22.800000000000033,3.0,cruise,,,
7.7,23.100000000000033,3.0,cruise,,,
7.8,23.400000000000034,3.0,cruise,,,
7.9,23.700000000000035,3.0,cruise,,,
8.0,24.000000000000036,3.0,cruise,,,
8.1,24.300000000000036,3.0,cruise,,,
8.2,24.600000000000037,3.0,cruise,,,
8.3,24.900000000000038,3.0,cruise,,,
8.4,25.20000000000004,3.0,cruise,,,
8.5,25.50000000000004,3.0,cruise,,,
8.6,25.80000000000004,3.0,cruise,,,
8.7,26.10000000000004,3.0,cruise,,,
8.8,26.40000000000004,3.0,cruise,,,
8.9,26.700000000000042,2.819999999999962,cruise,,,
9.0,26.98200000000004,2.5691999999999657,cruise,,,
9.1,27.238920000000036,2.3441519999999687,cruise,,,
9.2,27.473335200000033,2.141049119999971,cruise,,,
9.3,27.68744011200003,1.956986947199975,cruise,,,
9.4,27.883138806720027,1.7896806568319774,cruise,,,
9.5,28.062106872403223,1.6372795258099002,cruise,,,
9.6,28.225834824984215,1.4982444727325754,cruise,,,
9.7,28.375659272257472,1.371266457234978,cruise,,,
9.8,28.51278591798097,1.255211434374346,cruise,,,
9.9,28.638307061418406,1.1490826278553419,cruise,,,
10.0,28.75321532420394,1.0519941531734704,cruise,,,
10.1,28.858414739521287,0.9631521285159612,cruise,,,
10.2,28.954729952372883,0.8818407701125518,cruise,,,
10.3,29.04291402938414,0.8074118455511632,cruise,,,
10.4,29.123655213939255,0.7392764246934102,cruise,,,
10.5,29.197582856408594,0.676898233646535,cruise,,,
10.6,29.265272679773247,0.6197881539194823,cruise,,,
10.7,29.327251495165196,0.5674995622629347,cruise,,,
10.8,29.38400145139149,0.5196243063176835,cruise,,,
10.9,29.43596388202326,0.47578917612045574,cruise,,,
11.0,29.483542799635305,0.4356527740204766,cruise,,,
11.1,29.527108077037354,0.39890271356087387,cruise,,,
11.2,29.56699834839344,0.36525309648288473,cruise,,,
11.3,29.603523658041727,0.3344422295123853,cruise,,,
11.4,29.636967880992966,0.3062305511144171,cruise,,,
11.5,29.667590936104407,0.2803987443261845,cruise,,,
11.6,29.695630810537025,0.2567460159913412,cruise,,,
11.7,29.72130541213616,0.2350885257940421,cruise,,,
11.8,29.744814264715565,0.21525795080381552,cruise,,,
11.9,29.766340059795947,0.1971001730354663,cruise,,,
12.0,29.786050077099492,0.1804740789610785,cruise,,,
12.1,29.8040974849956,0.16525046108835495,cruise,,,
12.2,29.820622531104437,0.15131101271079825,cruise,,,
12.3,29.835753632375518,0.13854740778671504,cruise,,,
12.4,29.84960837315419,0.12686045864790413,cruise,,,
12.5,29.86229441901898,0.11615934489657001,cruise,,,
12.6,29.873910353508638,0.10636090743638416,cruise,,,
12.7,29.884546444252276,0.09738900211178393,cruise,,,
12.8,29.894285344463455,0.08917390790691557,cruise,,,
12.9,29.903202735254148,0.08165178508883515,cruise,,,
13.0,29.91136791376303,0.07476417907350466,cruise,,,
13.1,29.918844331670382,0.06845756615225213,cruise,,,
13.2,29.925690088285606,0.06268293754414792,cruise,,,
13.3,29.93195838204002,0.05739541853904281,cruise,,,
13.4,29.937697923893925,0.05255391976985654,cruise,,,
13.5,29.94295331587091,0.048120817902943716,cruise,,,
13.6,29.947765397661204,0.044061663264375286,cruise,,,
13.7,29.95217156398764,0.04034491212969004,cruise,,,
13.8,29.95620605520061,0.036941681596333514,cruise,,,
13.9,29.959900223360243,0.033825525133763884,cruise,,,
14.0,29.96328277587362,0.03097222706683548,cruise,,,
14.1,29.9663799985803,0.0283596143953439,cruise,,,
14.2,29.969215960019834,0.025967384487303277,cruise,,,
14.3,29.971812698468565,0.023776947306939626,cruise,,,
14.4,29.974190393199258,0.021771280951317296,cruise,,,
14.5,29.97636752129439,0.019934799372961446,cruise,,,
14.6,29.978361001231686,0.01825323126054024,cruise,,,
14.7,29.98018632435774,0.016713509136398443,cruise,,,
14.8,29.981857675271378,0.01530366780906194,cruise,,,
14.9,29.983388042052283,0.014012751391662508,cruise,,,
15.0,29.98478931719145,0.012830728163646221,cruise,,,
15.1,29.986072390007813,0.011748412614208276,cruise,,,
15.2,29.987247231269233,0.010757394061613353,cruise,,,
15.3,29.988322970675394,0.009849971293733542,cruise,,,
15.4,29.989307967804766,0.009019092721874076,cruise,,,
15.5,29.990209877076953,0.008258301582819889,cruise,,,
15.6,29.991035707235234,0.007561685763294557,cruise,,,
15.7,29.991791875811565,0.006923831856873464,cruise,,,
15.8,29.99248425899725,0.006339783096380473,cruise,,,
15.9,29.993118237306888,0.0058050008347992925,cruise,,,
16.0,29.993698737390368,0.005315329275421423,cruise,,,
16.1,29.99423027031791,0.004866963177125221,cruise,,,
16.2,29.99471696663562,0.004456418283818171,cruise,,,
16.3,29.995162608464003,0.004080504248251916,cruise,,,
16.4,29.995570658888827,0.003736299839821771,cruise,,,
16.5,29.99594428887281,0.0034211302436513115,cruise,,,
16.6,29.996286401897176,0.00313254627460022,cruise,,,
16.7,29.996599656524637,0.0028683053446224922,cruise,,,
16.8,29.9968864870591,0.0026263540355961987,cruise,,,
16.9,29.99714912246266,0.0024048121422049875,cruise,,,
17.0,29.99738960367688,0.0022019580608373503,cruise,,,
17.1,29.997609799482962,0.0020162154110059173,cruise,,,
17.2,29.997811421024064,0.001846140785273335,cruise,,,
17.3,29.99799603510259,0.0016904125325336238,cruise,,,
17.4,29.998165076355846,0.0015478204874399468,cruise,,,
17.5,29.99831985840459,0.0014172565662141665,cruise,,,
17.6,29.99846158406121,0.0012977061557026247,cruise,,,
17.7,29.99859135467678,0.0011882402288316293,cruise,,,
17.8,29.998710178699664,0.0010880081251106748,cruise,,,
17.9,29.998818979512176,0.0009962309401614809,cruise,,,
18.0,29.998918602606192,0.0009121954728377039,cruise,,,
18.1,29.999009822153475,0.0008352486829324081,cruise,,,
18.2,29.99909334702177,0.000764792616398101,cruise,,,
18.3,29.99916982628341,0.0007002797586516776,cruise,,,
18.4,29.999239854259276,0.0006412087798209966,cruise,,,
18.5,29.99930397513726,0.0005871206389157474,cruise,,,
18.6,29.999362687201153,0.0005375950166132182,cruise,,,
18.7,29.999416446702813,0.0004922470489580166,cruise,,,
18.8,29.99946567140771,0.0004507243365729533,cruise,,,
18.9,29.999510743841366,0.00041270420616813395,cruise,,,
19.0,29.999552014261983,0.0003778912030441368,cruise,,,
19.1,29.99958980338229,0.0003460147951082608,cruise,,,
19.2,29.999624404861798,0.0003168272705756913,cruise,,,
19.3,29.999656087588857,0.00029010181298164974,cruise,,,
19.4,29.999685097770154,0.00026563073861367775,cruise,,,
19.5,29.999711660844014,0.00024322388257928487,cruise,,,
19.6,29.99973598323227,0.00022270712104197215,cruise,,,
19.7,29.999758253944375,0.00020392101810194266,cruise,,,
19.8,29.999778646046185,0.0001867195868250528,cruise,,,
19.9,29.999797318004866,0.00017096915476778692,cruise,,,
20.0,29.999814414920344,0.00015654732520882286,cruise,,,
20.1,29.999830069652866,0.00014334202601268685,cruise,,,
20.2,29.999844403855466,0.00013125063870868622,cruise,,,
20.3,29.999857528919335,0.0001201792010385252,cruise,,,
20.4,29.999869546839438,0.00011004167678224075,cruise,,,
20.5,29.999880551007116,0.00010075928716643703,cruise,,,
20.6,29.999890626935834,9.225989867771311e-05,cruise,,,
20.7,29.9998998529257,8.447746251004839e-05,cruise,,,
20.8,29.99990830067195,7.735150129636088e-05,cruise,,,
20.9,29.999916035822082,7.082663913914535e-05,cruise,,,
21.0,29.999923118485995,6.485217129415109e-05,cruise,,,
21.1,29.999929603703123,5.938167012794947e-05,cruise,,,
21.2,29.999935541870137,5.437262433338322e-05,cruise,,,
21.3,29.99994097913257,4.9786108584812156e-05,cruise,,,
21.4,29.999945957743428,4.558648103784954e-05,cruise,,,
21.5,29.999950516391532,4.1741106352213486e-05,cruise,,,
21.6,29.999954690502168,3.822010209692505e-05,cruise,,,
21.7,29.99995851251238,3.499610652293671e-05,cruise,,,
21.8,29.99996201212303,3.204406593868055e-05,cruise,,,
21.9,29.999965216529624,2.9341040017657444e-05,cruise,,,
22.0,29.999968150633627,2.6866023521034194e-05,cruise,,,
22.1,29.999970837235978,2.4599783085437433e-05,cruise,,,
22.2,29.999973297214286,2.252470773494198e-05,cruise,,,
22.3,29.99997554968506,2.0624672043958316e-05,cruise,,,
22.4,29.999977612152264,1.8884910827518992e-05,cruise,,,
22.5,29.99997950064335,1.7291904382353407e-05,cruise,,,
22.6,29.999981229833786,1.5833273450752035e-05,cruise,,,
22.7,29.999982813161132,1.4497682995094097e-05,cruise,,,
22.8,29.99998426292943,1.327475413883544e-05,cruise,,,
22.9,29.999985590404844,1.215498348933482e-05,cruise,,,
23.0,29.99998680590319,1.1129669302621245e-05,cruise,,,
23.1,29.999987918870122,1.0190843851282754e-05,cruise,,,
23.2,29.99998893795451,9.331211518437843e-06,cruise,,,
23.3,29.99998987107566,8.544092099509009e-06,cruise,,,
23.4,29.999990725484867,7.82336887982874e-06,cruise,,,
23.5,29.999991507821754,7.1634411137671944e-06,cruise,,,
23.6,29.999992224165865,6.559180497745313e-06,cruise,,,
23.7,29.999992880083916,6.005891318361618e-06,cruise,,,
23.8,29.999993480673048,5.499273963168528e-06,cruise,,,
23.9,29.999994030600444,5.0353915052605635e-06,cruise,,,
24.0,29.999994534139596,4.610639108483033e-06,cruise,,,
24.1,29.999994995203508,4.221716020399672e-06,cruise,,,
24.2,29.99999541737511,3.865599918434274e-06,cruise,,,
24.3,29.999995803935104,3.5395234199929383e-06,cruise,,,
24.4,29.999996157887445,3.2409525849633144e-06,cruise,,,
24.5,29.999996481982702,2.967567215423347e-06,cruise,,,
24.6,29.999996778739423,2.7172428310928675e-06,cruise,,,
24.7,29.999997050463705,2.4880341596141447e-06,cruise,,,
24.8,29.99999729926712,2.278160016858777e-06,cruise,,,
24.9,29.999997527083124,2.085989472032357e-06,cruise,,,
25.0,29.999997735682072,1.9100291663178394e-06,cruise,,,
25.1,29.99999792668499,1.7489117096308074e-06,cruise,,,
25.2,29.99999810157616,1.6013850612668655e-06,cruise,,,
25.3,29.999998261714666,1.4663027872190625e-06,cruise,,,
25.4,29.999998408344943,1.3426151622374873e-06,cruise,,,
25.5,29.99999854260646,1.2293610084227432e-06,cruise,,,
25.6,29.99999866554256,1.1256602274651097e-06,cruise,,,
25.7,29.999998778108584,1.0307069581468736e-06,cruise,,,
25.8,29.99999888117928,9.437633203880637e-07,cruise,,,
25.9,29.999998975555613,8.641536747845217e-07,cruise,,,
26.0,29.999999061970982,7.912593722977615e-07,cruise,,,
26.1,29.999999141096918,7.24513955176085e-07,cruise,,,
26.2,29.999999213548314,6.633987389878697e-07,cruise,,,
26.3,29.999999279888186,6.074388013778986e-07,cruise,,,
26.4,29.999999340632066,5.561992738283853e-07,cruise,,,
26.5,29.999999396251994,5.092819727947257e-07,cruise,,,
26.6,29.99999944718019,4.6632230718432857e-07,cruise,,,
26.7,29.99999949381242,4.2698643507882687e-07,cruise,,,
26.8,29.999999536511066,3.9096867614692795e-07,cruise,,,
26.9,29.999999575607934,3.5798913857133753e-07,cruise,,,
27.0,29.999999611406846,3.27791539196755e-07,cruise,,,
27.1,29.999999644186,3.0014120661158634e-07,cruise,,,
27.2,29.999999674200122,2.7482327498969155e-07,cruise,,,
27.3,29.999999701682448,2.516409991842978e-07,cruise,,,
27.4,29.999999726846546,2.3041422680318728e-07,cruise,,,
27.5,29.99999974988797,2.1097800276765818e-07,cruise,,,
27.6,29.99999977098577,1.9318129014201517e-07,cruise,,,
27.7,29.9999997903039,1.7688579109569058e-07,cruise,,,
27.8,29.999999807992477,1.619648746476928e-07,cruise,,,
27.9,29.999999824188965,1.483025863758382e-07,cruise,,,
28.0,29.999999839019225,1.357927577702116e-07,cruise,,,
28.1,29.9999998525985,1.2433817822655174e-07,cruise,,,
28.2,29.99999986503232,1.1384982845793475e-07,cruise,,,
28.3,29.999999876417302,1.0424620755057714e-07,cruise,,,
28.4,29.999999886841923,9.545268514555713e-08,cruise,,,
28.5,29.99999989638719,8.740092756983906e-08,cruise,,,
28.6,29.999999905127282,8.00283636745059e-08,cruise,,,
28.7,29.999999913130118,7.327769964498395e-08,cruise,,,
28.8,29.99999992045789,6.709647593316557e-08,cruise,,,
28.9,29.999999927167536,6.14366596130719e-08,cruise,,,
29.0,29.9999999333112,5.625426935241722e-08,cruise,,,
29.1,29.99999993893663,5.150903006250144e-08,cruise,,,
29.2,29.99999994408753,4.7164069360479445e-08,cruise,,,
29.3,29.99999994880394,4.31856178665193e-08,cruise,,,
29.4,29.9999999531225,3.9542764519291544e-08,cruise,,,
29.5,29.999999957076778,3.620719741126886e-08,cruise,,,
29.6,29.999999960697497,3.3152997261479383e-08,cruise,,,
29.7,29.999999964012797,3.035642891324943e-08,cruise,,,
29.8,29.999999967048442,2.779575910801566e-08,cruise,,,
29.9,29.999999969828018,2.545109272390702e-08,cruise,,,
30.0,29.99999997237313,-5.624999965811748,follow,-4.999999958559691,50.0,10.000000055253743
30.1,29.437499975791955,-4.872222192732074,follow,-4.656249960925244,49.50000000276269,11.154929638941235
30.2,28.950277756518748,-4.27431826126782,follow,-4.3691666295946305,49.05625000518349,12.41843055826413
30.3,28.522845930391966,-3.7853191439318485,follow,-4.123046666056332,48.66122222953162,13.813042974637659
30.4,28.14431401599878,-3.3753277187617723,follow,-3.907533387505744,48.30893763649242,15.363903665692645
30.5,27.806781244122604,-3.024586753117801,follow,-3.7156656312913583,47.99450623489255,17.099482311061106
30.6,27.504322568810824,-2.719774992992768,follow,-3.5426557427359526,47.713828110480286,19.05258879375797
30.7,27.23234506951155,-2.451689230552387,follow,-3.3851217506681195,47.4633958535992,21.26167522299072
30.8,26.98717614645631,-2.2137893088125584,follow,-3.2406028730364227,47.240161346648044,23.77250825544099
30.9,26.765797215575056,-2.0012810717337928,follow,-3.1072520913601736,47.04144373200241,26.64034313627725
31.0,26.565669108401675,-1.8105352162344432,follow,-2.9836396521576063,46.864864010444904,29.932802377564474
31.1,26.38461558677823,-1.6387163476514504,follow,-2.8686262805626086,46.708297099604735,33.7337652021433
31.2,26.220743952013088,-1.5510787273116338,follow,-2.761280387092718,46.56983554092691,38.148733372080336
31.3,26.065636079281923,-1.5076686235228756,follow,-2.6506929731972875,46.4477611457256,43.58688866561683
31.4,25.914869216929635,-1.4502115894500947,follow,-2.531106287597048,46.341197537797406,50.65335752942013
31.5,25.769848057984625,-1.3833971141486776,follow,-2.4050614708724893,46.249710616104444,60.07641395781521
31.6,25.631508346569756,-1.3104594288877758,follow,-2.2745367095486486,46.172725810305984,73.11498899596216
31.7,25.500462403680977,-1.233671882287395,follow,-2.1411186298724516,46.10957497564901,92.13394380178423
31.8,25.377095215452236,-1.1546684176505215,follow,-2.006114087897437,46.059528735280914,122.14296773838257
31.9,25.261628373687184,-1.0746527912292743,follow,-1.8706233467950852,46.02181921373569,175.9053063134568
32.0,25.154163094564257,-0.994534916798497,follow,-1.7355882654794144,45.99565637636697,298.35711657432597
32.1,25.054709602884408,-0.915019915449836,follow,-1.601824337416069,45.98024006691055,840.4418537648471
32.2,24.963207611339424,-0.8366664807846771,follow,-1.4700423103870293,45.974769106622105,
32.3,24.879540963260958,-0.7599253436787448,follow,-1.340863099403279,45.97844834548816,
32.4,24.803548428893084,-0.6851648363948607,follow,-1.2148283941775588,45.99049424916207,
32.5,24.7350319452536,-0.6126880977156985,follow,-1.092408511607637,46.01013940627276,
32.6,24.67376313548203,-0.5427448642603484,follow,-0.9740084914756366,46.03663621174741,
32.7,24.619488649055995,-0.47553975635964396,follow,-0.8599730753847865,46.069259898199206,
32.8,24.57193467342003,-0.41123829368234277,follow,-0.7505909768364418,46.107311033293605,
32.9,24.530810844051796,-0.34997143882815396,follow,-0.6460987001260889,46.150117565951604,
33.0,24.49581370016898,-0.29183918356822336,follow,-0.5466840687070444,46.19703648154643,
33.1,24.46662978181216,-0.23691350855163118,follow,-0.4524895611887132,46.247455111529526,
33.2,24.442938430956996,-0.1852409281777427,follow,-0.36361551308718276,46.30079213334831,
33.3,24.424414338139222,-0.1368447552650272,follow,-0.2801232169562198,46.35649829025261,
33.4,24.41072986261272,-0.0917271703851115,follow,-0.2020379374803838,46.41405685643869,
33.5,24.40155714557421,-0.049871148697538066,follow,-0.12935184818390155,46.472983870177416,
33.6,24.396570030704456,-0.011242276592678714,follow,-0.06202689043669096,46.532828155619995,
33.7,24.395445803045188,0.024209522615113496,follow,2.4479817710698626e-06,46.59317115254955,
33.8,24.3978667553067,0.0565483429331565,follow,0.05682643928497555,46.65362657224503,
33.9,24.403521589600018,0.08585072396664165,follow,0.1085575123143343,46.71383989671436,
34.0,24.41210666199668,0.11220415040151724,follow,0.1553277447593402,46.77348773775436,
34.1,24.423327077036834,0.13570562165695263,follow,0.19728645599943917,46.83227707155469,
34.2,24.43689763920253,0.1564602916273819,follow,0.23459790504720957,46.88994436385101,
34.3,24.45254366836527,0.17458017886637398,follow,0.267439097382848,46.946254599930754,
34.4,24.470001686251905,0.19018294766909805,follow,0.2959977037163668,47.001000233094224,
34.5,24.489019981018814,0.20339076041561385,follow,0.3204700929408162,47.05400006446904,
34.6,24.509359057060376,0.21432920132623612,follow,0.3410594807765932,47.105098066367155,
34.7,24.530791977193,0.2231262715070467,follow,0.3579741948716162,47.154162160661116,
34.8,24.553104604343705,0.2299114548623259,follow,0.3714260564262588,47.20108296294182,
34.9,24.57609574982994,0.23481485414371103,follow,0.3816288777625374,47.24577250250745,
35.0,24.59957723524431,0.2379663961073014,follow,0.38879707465798674,47.28816292752445,
35.1,24.62337387485504,0.23949510446764355,follow,0.3931443917174633,47.32820520400002,
35.2,24.647323385301807,0.23952843907790172,follow,0.39488273856180456,47.365867816514516,
35.3,24.671276229209596,0.23819169953007777,follow,0.3942211341699391,47.40113547798433,
35.4,24.695095399162604,0.23560749116037144,follow,0.39136475631946155,47.43400785506337,
35.5,24.71865614827864,0.23189525126213958,follow,0.3865140927291506,47.46449831514711,
35.6,24.741845673404853,0.22717083315281367,follow,0.3798641902119684,47.49263270031925,
35.7,24.764562756720135,0.22154614561029146,follow,0.3716039978985606,47.51844813297876,
35.8,24.786717371281163,0.2151288450880429,follow,0.36191580038499893,47.54199185730675,
35.9,24.80823025578997,0.20802207803519673,follow,0.3509747364936757,47.56332012017863,
36.0,24.82903246359349,0.20032427058671343,follow,0.3389483992094,47.58249709459963,
36.1,24.84906489065216,0.19212896284823688,follow,0.3259965122620443,47.59959384824028,
36.2,24.868277786936982,0.17940226929044387,follow,0.31227067876959325,47.614687359175065,
36.3,24.886218013866028,0.15662733665212378,follow,0.2985325596823216,47.62785958048136,
36.4,24.90188074753124,0.13801359359251217,follow,0.2864166577979006,47.63923777909476,
36.5,24.915682106890493,0.12241994194840483,follow,0.27552654400590626,47.64904970434164,
36.6,24.927924101085335,0.10909211888861955,follow,0.26559534202459645,47.6574814936526,
36.7,24.938833312974197,0.09752140351003458,follow,0.25643911408276665,47.66468908354406,
36.8,24.9485854533252,0.08735619510370936,follow,0.24792757225883832,47.67080575224664,
36.9,24.957321072835573,0.07834651000316593,follow,0.2399655976607633,47.675947206914124,
37.0,24.96515572383589,0.07030899924478128,follow,0.23248151387673488,47.680215099630566,
37.1,24.972186623760365,0.06310477956227828,follow,0.22541959160643188,47.68369952724698,
37.2,24.97849710171659,0.056625282672141966,follow,0.2187352122960533,47.686480864870944,
37.3,24.984159629983807,0.0507831368813429,follow,0.21239170972357613,47.68863115469929,
37.4,24.98923794367194,0.04550621925588499,follow,0.20635827619299363,47.69021519170091,
37.5,24.99378856559753,0.040733715602917386,follow,0.2006085489374172,47.691291397333714,
37.6,24.997861937157822,0.03641346048477003,follow,0.19511963503722995,47.69191254077396,
37.7,25.0015032832063,0.03250010041327558,follow,0.18987142224872855,47.69212634705818,31725.310405363154
37.8,25.004753293247628,0.028953792350813558,follow,0.1848460788661086,47.69197601873755,10033.459652954773
37.9,25.00764867248271,0.025739255217153614,follow,0.18002768068871688,47.691500689412784,6235.265112635647
38.0,25.010222598004425,0.022825058210183245,follow,0.17540192515787112,47.69073582216451,4665.226569754543
38.1,25.012505103825443,0.020183071267362716,follow,0.1709559066259061,47.68971356236407,3813.619960942094
38.2,25.01452341095218,0.017788029171944997,follow,0.1666779355532526,47.68846305198152,3283.5580573326088
38.3,25.016302213869373,0.015617177393981616,follow,0.1625573900822488,47.687010710886305,2925.1861798031573
38.4,25.017863931608773,0.013649978333304603,follow,0.158584592086207,47.685380489499366,2669.366494108288
38.5,25.019228929442104,0.011867863432031863,follow,0.1547507021753347,47.68359409633849,2479.784131503977
38.6,25.020415715785308,0.010254021040767149,follow,0.15104762971631658,47.68167120339428,2335.537568450454
38.7,25.021441117889385,0.008793212828143762,follow,0.1474679549816713,47.67962963181575,2223.7473753838835
38.8,25.022320439172198,0.0074716134631192125,follow,0.1440048612685203,47.67748552002681,2136.046031720268
38.9,25.02306760051851,0.00627666961824456,follow,0.1406520753318361,47.675253476109596,2066.762576274726
39.0,25.023695267480335,0.005196975256975898,follow,0.13740381483724207,47.672946716057744,2011.918487758053
39.1,25.02421496500603,0.004222160816473293,follow,0.13425474180066033,47.67057718930971,1968.641176125438
39.2,25.02463718108768,0.0033427943684581725,follow,0.13119992117758983,47.66815569280911,1934.8055901024131
39.3,25.024971460524526,0.0025502931907389276,follow,0.12823478391354826,47.66569197470034,1908.8067327053252
39.4,25.0252264898436,0.0018368444480154839,follow,0.125355093882483,47.66319482864788,1889.4105015858759
39.5,25.025410174288403,0.0011953338878129363,follow,0.12255691823091297,47.66067217966352,1875.6531001605565
39.6,25.025529707677183,0.0006192816213702771,follow,0.11983660071890512,47.65813116223468,1866.7715182978147
39.7,25.02559163583932,0.00010278419146756812,follow,0.11719073770798616,47.655578191466965,1862.1544355616488
39.8,25.025601914258466,-0.00035953776210815783,follow,0.1146161564953303,47.65301902788303,1861.3068752124557
39.9,25.025565960482254,-0.0007725868392237466,follow,0.11210989573380914,47.65045883645719,1863.824317084922
40.0,25.02548870179833,-0.0011408317424847624,follow,0.10966918771147505,47.64790224040897,1869.3734430809436
40.1,25.02537461862408,-0.0014683461272204227,follow,0.10729144229301113,47.64535337022913,1877.677614630733
40.2,25.02522778401136,-0.0017588438445322661,follow,0.10497423234968295,47.64281590836672,1888.5057794578154
40.3,25.025051899626906,-0.002015710936964629,follow,0.10271528052522427,47.640293129965585,1901.6638993236188
40.4,25.02485032853321,-0.002242034705924055,follow,0.10051244720308006,47.637787940002895,1916.9882553601929
40.5,25.024626125062618,-0.00244063013494536,follow,0.0983637195556426,47.63530290714957,1934.340168663392
40.6,25.024382062049124,-0.002614063922559307,follow,0.0962672015696242,47.63284029464331,1953.6017994980987
40.7,25.02412065565687,-0.0027646763516198476,follow,0.09422110495309255,47.630402088438395,1974.6727769762779
40.8,25.02384418802171,-0.0028946011985418302,follow,0.09222374084014717,47.62799002287271,1997.467474233553
40.9,25.023554727901853,-0.0030057838651474087,follow,0.09027351221775604,47.625605604070536,2021.9127897598555
41.0,25.02325414951534,-0.003099997897550543,follow,0.08836890700734301,47.62325013128035,2047.9463288850038
41.1,25.022944149725582,-0.0031788600401389563,follow,0.08650849174044595,47.620924716328815,2075.5149040556066
41.2,25.02262626372157,-0.0032438439583855156,follow,0.08469090577390403,47.618630301356255,2104.5732909035787
41.3,25.02230187932573,-0.0032962927512037395,follow,0.08291485599550441,47.6163676749841,2135.083190950918
41.4,25.02197225005061,-0.0033374303621455373,follow,0.08117911197560801,47.61413748705152,2167.012362292449
41.5,25.021638507014394,-0.0033683719882467056,follow,0.0794825015248648,47.61194026204646,2200.33388765566
41.6,25.02130166981557,-0.003390133576286581,follow,0.07782390662166705,47.609776411345024,2235.025555439926
41.7,25.020962656457943,-0.003403640487683239,follow,0.07620225967654903,47.607646244363465,2271.0693341694423
41.8,25.020622292409175,-0.0034097354058926174,follow,0.07461654010390362,47.60554997871767,2308.450924570179
41.9,25.020281318868587,-0.003409185553361083,follow,0.07306577117386581,47.60348774947675,2347.1593764647796
42.0,25.019940400313253,-0.0034026892789839652,follow,0.07154901712001305,47.60145961758989,2387.186760034747
42.1,25.019600131385353,-0.003390882071483291,follow,0.07006538048052846,47.59946557755856,2428.5278828860046
