time,ego_speed,lead_speed,distance
15.9,30.0,,
16.0,30.0,,
16.1,30.0,,
16.2,30.0,,
16.3,30.0,,
16.4,30.0,,
16.5,30.0,,
16.6,30.0,,
16.7,30.0,,
16.8,30.0,,
16.9,30.0,,
17.0,30.0,,
17.1,30.0,,
17.2,30.0,,
17.3,30.0,,
17.4,30.0,,
17.5,30.0,,
17.6,30.0,,
17.7,30.0,,
17.8,30.0,,
17.9,30.0,,
18.0,30.0,,
18.1,30.0,,
18.2,30.0,,
18.3,30.0,,
18.4,30.0,,
18.5,30.0,,
18.6,30.0,,
18.7,30.0,,
18.8,30.0,,
18.9,30.0,,
19.0,30.0,,
19.1,30.0,,
19.2,30.0,,
19.3,30.0,,
19.4,30.0,,
19.5,30.0,,
19.6,30.0,,
19.7,30.0,,
19.8,30.0,,
19.9,30.0,,
20.0,30.0,,
20.1,30.0,,
20.2,30.0,,
20.3,30.0,,
20.4,30.0,,
20.5,30.0,,
20.6,30.0,,
20.7,30.0,,
20.8,30.0,,
20.9,30.0,,
21.0,30.0,,
21.1,30.0,,
21.2,30.0,,
21.3,30.0,,
21.4,30.0,,
21.5,30.0,,
21.6,30.0,,
21.7,30.0,,
21.8,30.0,,
21.9,30.0,,
22.0,30.0,,
22.1,30.0,,
22.2,30.0,,
22.3,30.0,,
22.4,30.0,,
22.5,30.0,,
22.6,30.0,,
22.7,30.0,,
22.8,30.0,,
22.9,30.0,,
23.0,30.0,,
23.1,30.0,,
23.2,30.0,,
23.3,30.0,,
23.4,30.0,,
23.5,30.0,,
23.6,30.0,,
23.7,30.0,,
23.8,30.0,,
23.9,30.0,,
24.0,30.0,,
24.1,30.0,,
24.2,30.0,,
24.3,30.0,,
24.4,30.0,,
24.5,30.0,,
24.6,30.0,,
24.7,30.0,,
24.8,30.0,,
24.9,30.0,,
25.0,30.0,,
25.1,30.0,,
25.2,30.0,,
25.3,30.0,,
25.4,30.0,,
25.5,30.0,,
25.6,30.0,,
25.7,30.0,,
25.8,30.0,,
25.9,30.0,,
26.0,30.0,,
26.1,30.0,,
26.2,30.0,,
26.3,30.0,,
26.4,30.0,,
26.5,30.0,,
26.6,30.0,,
26.7,30.0,,
26.8,30.0,,
26.9,30.0,,
27.0,30.0,,
27.1,30.0,,
27.2,30.0,,
27.3,30.0,,
27.4,30.0,,
27.5,30.0,,
27.6,30.0,,
27.7,30.0,,
27.8,30.0,,
27.9,30.0,,
28.0,30.0,,
28.1,30.0,,
28.2,30.0,,
28.3,30.0,,
28.4,30.0,,
28.5,30.0,,
28.6,30.0,,
28.7,30.0,,
28.8,30.0,,
28.9,30.0,,
29.0,30.0,,
29.1,30.0,,
29.2,30.0,,
29.3,30.0,,
29.4,30.0,,
29.5,30.0,,
29.6,30.0,,
29.7,30.0,,
29.8,30.0,,
29.9,30.0,,
30.0,30.0,25.0,50.0
30.1,29.9,25.0,49.5
30.2,29.8,25.0,49.01
30.3,29.7,25.0,48.53
30.4,29.6,25.0,48.06
30.5,29.5,25.0,47.6
30.6,29.4,25.0,47.15
30.7,29.3,25.0,46.71
30.8,29.2,25.0,46.28
30.9,29.1,25.0,45.86
31.0,29.0,25.0,45.45
31.1,28.9,25.0,45.05
31.2,28.8,25.0,44.66
31.3,28.7,25.0,44.28
31.4,28.6,25.0,43.91
31.5,28.5,25.0,43.55
31.6,28.4,25.0,43.2
31.7,28.3,25.0,42.86
31.8,28.2,25.0,42.53
31.9,28.1,25.0,42.21
32.0,28.0,25.0,41.9
32.1,27.9,25.0,41.6
32.2,27.8,25.0,41.31
32.3,27.7,25.0,41.03
32.4,27.6,25.0,40.76
32.5,27.5,25.0,40.5
32.6,27.4,25.0,40.25
32.7,27.3,25.0,40.01
32.8,27.2,25.0,39.78
32.9,27.1,25.0,39.56
33.0,27.0,25.0,39.35
33.1,26.9,25.0,39.15
33.2,26.8,25.0,38.96
33.3,26.7,25.0,38.78
33.4,26.6,25.0,38.61
33.5,26.5,25.0,38.45
33.6,26.4,25.0,38.3
33.7,26.3,25.0,38.16
33.8,26.2,25.0,38.03
33.9,26.1,25.0,37.91
34.0,26.0,25.0,37.8
34.1,25.9,25.0,37.7
34.2,25.8,25.0,37.61
34.3,25.7,25.0,37.53
34.4,25.6,25.0,37.46
34.5,25.5,25.0,37.4
34.6,25.4,25.0,37.35
34.7,25.3,25.0,37.31
34.8,25.2,25.0,37.28
34.9,25.1,25.0,37.26
35.0,25.0,25.0,37.25
35.1,25.0,25.0,37.25
35.2,25.0,25.0,37.25
35.3,25.0,25.0,37.25
35.4,25.0,25.0,37.25
35.5,25.0,25.0,37.25
35.6,25.0,25.0,37.25
35.7,25.0,25.0,37.25
35.8,25.0,25.0,37.25
35.9,25.0,25.0,37.25
36.0,25.0,25.0,37.25
36.1,25.0,25.0,37.25
36.2,25.0,25.0,37.25
36.3,25.0,25.0,37.25
36.4,25.0,25.0,37.25
36.5,25.0,25.0,37.25
36.6,25.0,25.0,37.25
36.7,25.0,25.0,37.25
36.8,25.0,25.0,37.25
36.9,25.0,25.0,37.25
37.0,25.0,25.0,37.25
37.1,25.0,25.0,37.25
37.2,25.0,25.0,37.25
37.3,25.0,25.0,37.25
37.4,25.0,25.0,37.25
37.5,25.0,25.0,37.25
37.6,25.0,25.0,37.25
37.7,25.0,25.0,37.25
37.8,25.0,25.0,37.25
37.9,25.0,25.0,37.25
38.0,25.0,25.0,37.25
38.1,25.0,25.0,37.25
38.2,25.0,25.0,37.25
38.3,25.0,25.0,37.25
38.4,25.0,25.0,37.25
38.5,25.0,25.0,37.25
38.6,25.0,25.0,37.25
38.7,25.0,25.0,37.25
38.8,25.0,25.0,37.25
38.9,25.0,25.0,37.25
39.0,25.0,25.0,37.25
39.1,25.0,25.0,37.25
39.2,25.0,25.0,37.25
39.3,25.0,25.0,37.25
39.4,25.0,25.0,37.25
39.5,25.0,25.0,37.25
39.6,25.0,25.0,37.25
39.7,25.0,25.0,37.25
39.8,25.0,25.0,37.25
39.9,25.0,25.0,37.25
40.0,25.0,25.0,37.25
40.1,25.0,25.0,37.25
40.2,25.0,25.0,37.25
40.3,25.0,25.0,37.25
40.4,25.0,25.0,37.25
40.5,25.0,25.0,37.25
40.6,25.0,25.0,37.25
40.7,25.0,25.0,37.25
40.8,25.0,25.0,37.25
40.9,25.0,25.0,37.25
41.0,25.0,25.0,37.25
41.1,25.0,25.0,37.25
41.2,25.0,25.0,37.25
41.3,25.0,25.0,37.25
41.4,25.0,25.0,37.25
41.5,25.0,25.0,37.25
41.6,25.0,25.0,37.25
41.7,25.0,25.0,37.25
41.8,25.0,25.0,37.25
41.9,25.0,25.0,37.25
42.0,25.0,25.0,37.25
42.1,25.0,25.0,37.25
42.2,25.0,25.0,37.25
42.3,25.0,25.0,37.25
42.4,25.0,25.0,37.25
42.5,25.0,25.0,37.25
42.6,25.0,25.0,37.25
42.7,25.0,25.0,37.25
42.8,25.0,25.0,37.25
42.9,25.0,25.0,37.25
43.0,25.0,25.0,37.25
43.1,25.0,25.0,37.25
43.2,25.0,25.0,37.25
43.3,25.0,25.0,37.25
43.4,25.0,25.0,37.25
43.5,25.0,25.0,37.25
43.6,25.0,25.0,37.25
43.7,25.0,25.0,37.25
43.8,25.0,25.0,37.25
43.9,25.0,25.0,37.25
44.0,25.0,25.0,37.25
44.1,25.0,25.0,37.25
44.2,25.0,25.0,37.25
44.3,25.0,25.0,37.25
44.4,25.0,25.0,37.25
44.5,25.0,25.0,37.25
44.6,25.0,25.0,37.25
44.7,25.0,25.0,37.25
44.8,25.0,25.0,37.25
44.9,25.0,25.0,37.25
45.0,25.0,25.0,37.25
45.1,25.0,25.0,37.25
45.2,25.0,25.0,37.25
45.3,25.0,25.0,37.25
45.4,25.0,25.0,37.25
45.5,25.0,25.0,37.25
45.6,25.0,25.0,37.25
45.7,25.0,25.0,37.25
45.8,25.0,25.0,37.25
45.9,25.0,25.0,37.25
46.0,25.0,25.0,37.25
46.1,25.0,25.0,37.25
46.2,25.0,25.0,37.25
46.3,25.0,25.0,37.25
46.4,25.0,25.0,37.25
46.5,25.0,25.0,37.25
46.6,25.0,25.0,37.25
46.7,25.0,25.0,37.25
46.8,25.0,25.0,37.25
46.9,25.0,25.0,37.25
47.0,25.0,25.0,37.25
47.1,25.0,25.0,37.25
47.2,25.0,25.0,37.25
47.3,25.0,25.0,37.25
47.4,25.0,25.0,37.25
47.5,25.0,25.0,37.25
47.6,25.0,25.0,37.25
47.7,25.0,25.0,37.25
47.8,25.0,25.0,37.25
47.9,25.0,25.0,37.25
48.0,25.0,25.0,37.25
48.1,25.0,25.0,37.25
48.2,25.0,25.0,37.25
48.3,25.0,25.0,37.25
48.4,25.0,25.0,37.25
48.5,25.0,25.0,37.25
48.6,25.0,25.0,37.25
48.7,25.0,25.0,37.25
48.8,25.0,25.0,37.25
48.9,25.0,25.0,37.25
49.0,25.0,25.0,37.25
49.1,25.0,25.0,37.25
49.2,25.0,25.0,37.25
49.3,25.0,25.0,37.25
49.4,25.0,25.0,37.25
49.5,25.0,25.0,37.25
49.6,25.0,25.0,37.25
49.7,25.0,25.0,37.25
49.8,25.0,25.0,37.25
49.9,25.0,25.0,37.25
50.0,25.0,25.0,37.25
50.1,25.0,25.0,37.25
50.2,25.0,25.0,37.25
50.3,25.0,25.0,37.25
50.4,25.0,25.0,37.25
50.5,25.0,25.0,37.25
50.6,25.0,25.0,37.25
50.7,25.0,25.0,37.25
50.8,25.0,25.0,37.25
50.9,25.0,25.0,37.25
51.0,25.0,25.0,37.25
51.1,25.0,25.0,37.25
51.2,25.0,25.0,37.25
51.3,25.0,25.0,37.25
51.4,25.0,25.0,37.25
51.5,25.0,25.0,37.25
51.6,25.0,25.0,37.25
51.7,25.0,25.0,37.25
51.8,25.0,25.0,37.25
51.9,25.0,25.0,37.25
52.0,25.0,25.0,37.25
52.1,25.0,25.0,37.25
52.2,25.0,25.0,37.25
52.3,25.0,25.0,37.25
52.4,25.0,25.0,37.25
52.5,25.0,25.0,37.25
52.6,25.0,25.0,37.25
52.7,25.0,25.0,37.25
52.8,25.0,25.0,37.25
52.9,25.0,25.0,37.25
53.0,25.0,25.0,37.25
53.1,25.0,25.0,37.25
53.2,25.0,25.0,37.25
53.3,25.0,25.0,37.25
53.4,25.0,25.0,37.25
53.5,25.0,25.0,37.25
53.6,25.0,25.0,37.25
53.7,25.0,25.0,37.25
53.8,25.0,25.0,37.25
53.9,25.0,25.0,37.25
54.0,25.0,25.0,37.25
54.1,25.0,25.0,37.25
54.2,25.0,25.0,37.25
54.3,25.0,25.0,37.25
54.4,25.0,25.0,37.25
54.5,25.0,25.0,37.25
54.6,25.0,25.0,37.25
54.7,25.0,25.0,37.25
54.8,25.0,25.0,37.25
54.9,25.0,25.0,37.25
55.0,25.0,25.0,37.25
55.1,25.0,25.0,37.25
55.2,25.0,25.0,37.25
55.3,25.0,25.0,37.25
55.4,25.0,25.0,37.25
55.5,25.0,25.0,37.25
55.6,25.0,25.0,37.25
55.7,25.0,25.0,37.25
55.8,25.0,25.0,37.25
55.9,25.0,25.0,37.25
56.0,25.0,25.0,37.25
56.1,25.0,25.0,37.25
56.2,25.0,25.0,37.25
56.3,25.0,25.0,37.25
56.4,25.0,25.0,37.25
56.5,25.0,25.0,37.25
56.6,25.0,25.0,37.25
56.7,25.0,25.0,37.25
56.8,25.0,25.0,37.25
56.9,25.0,25.0,37.25
57.0,25.0,25.0,37.25
57.1,25.0,25.0,37.25
57.2,25.0,25.0,37.25
57.3,25.0,25.0,37.25
57.4,25.0,25.0,37.25
57.5,25.0,25.0,37.25
57.6,25.0,25.0,37.25
57.7,25.0,25.0,37.25
57.8,25.0,25.0,37.25
57.9,25.0,25.0,37.25
58.0,25.0,25.0,37.25
58.1,25.0,25.0,37.25
58.2,25.0,25.0,37.25
58.3,25.0,25.0,37.25
58.4,25.0,25.0,37.25
58.5,25.0,25.0,37.25
58.6,25.0,25.0,37.25
58.7,25.0,25.0,37.25
58.8,25.0,25.0,37.25
58.9,25.0,25.0,37.25
59.0,25.0,25.0,37.25
59.1,25.0,25.0,37.25
59.2,25.0,25.0,37.25
59.3,25.0,25.0,37.25
59.4,25.0,25.0,37.25
59.5,25.0,25.0,37.25
59.6,25.0,25.0,37.25
59.7,25.0,25.0,37.25
59.8,25.0,25.0,37.25
59.9,25.0,25.0,37.25
60.0,25.0,25.0,37.25
60.1,25.0,25.03,37.25
60.2,25.15,25.07,37.25
60.3,25.15,25.1,37.25
60.4,25.15,25.13,37.24
60.5,25.15,25.17,37.24
60.6,25.3,25.2,37.24
60.7,25.3,25.23,37.23
60.8,25.3,25.27,37.22
60.9,25.3,25.3,37.22
61.0,25.45,25.33,37.22
61.1,25.45,25.37,37.21
61.2,25.45,25.4,37.2
61.3,25.45,25.43,37.2
61.4,25.45,25.47,37.19
61.5,25.6,25.5,37.2
61.6,25.6,25.53,37.19
61.7,25.6,25.57,37.18
61.8,25.6,25.6,37.18
61.9,25.75,25.63,37.18
62.0,25.75,25.67,37.16
62.1,25.75,25.7,37.16
62.2,25.75,25.73,37.15
62.3,25.75,25.77,37.15
62.4,25.9,25.8,37.15
62.5,25.9,25.83,37.14
62.6,25.9,25.87,37.13
62.7,25.9,25.9,37.13
62.8,26.05,25.93,37.13
62.9,26.05,25.97,37.12
63.0,26.05,26.0,37.11
63.1,26.05,26.03,37.11
63.2,26.05,26.07,37.1
63.3,26.2,26.1,37.11
63.4,26.2,26.13,37.1
63.5,26.2,26.17,37.09
63.6,26.2,26.2,37.09
63.7,26.35,26.23,37.09
63.8,26.35,26.27,37.07
63.9,26.35,26.3,37.07
64.0,26.35,26.33,37.06
64.1,26.35,26.37,37.06
64.2,26.5,26.4,37.06
64.3,26.5,26.43,37.05
64.4,26.5,26.47,37.04
64.5,26.5,26.5,37.04
64.6,26.65,26.53,37.04
64.7,26.65,26.57,37.03
64.8,26.65,26.6,37.02
64.9,26.65,26.63,37.02
65.0,26.65,26.67,37.01
65.1,26.8,26.7,37.02
65.2,26.8,26.73,37.01
65.3,26.8,26.77,37.0
65.4,26.8,26.8,37.0
65.5,26.95,26.83,37.0
65.6,26.95,26.87,36.98
65.7,26.95,26.9,36.98
65.8,26.95,26.93,36.97
65.9,26.95,26.97,36.97
66.0,27.1,27.0,36.97
66.1,27.1,27.03,36.96
66.2,27.1,27.07,36.95
66.3,27.1,27.1,36.95
66.4,27.25,27.13,36.95
66.5,27.25,27.17,36.94
66.6,27.25,27.2,36.93
66.7,27.25,27.23,36.93
66.8,27.25,27.27,36.92
66.9,27.4,27.3,36.93
67.0,27.4,27.33,36.92
67.1,27.4,27.37,36.91
67.2,27.4,27.4,36.91
67.3,27.55,27.43,36.91
67.4,27.55,27.47,36.89
67.5,27.55,27.5,36.89
67.6,27.55,27.53,36.88
67.7,27.55,27.57,36.88
67.8,27.7,27.6,36.88
67.9,27.7,27.63,36.87
68.0,27.7,27.67,36.86
68.1,27.7,27.7,36.86
68.2,27.85,27.73,36.86
68.3,27.85,27.77,36.85
68.4,27.85,27.8,36.84
68.5,27.85,27.83,36.84
68.6,27.85,27.87,36.83
68.7,28.0,27.9,36.84
68.8,28.0,27.93,36.83
68.9,28.0,27.97,36.82
69.0,28.0,28.0,36.82
69.1,28.15,28.03,36.82
69.2,28.15,28.07,36.8
69.3,28.15,28.1,36.8
69.4,28.15,28.13,36.79
69.5,28.15,28.17,36.79
69.6,28.3,28.2,36.79
69.7,28.3,28.23,36.78
69.8,28.3,28.27,36.77
69.9,28.3,28.3,36.77
70.0,28.45,28.33,36.77
70.1,28.45,28.37,36.76
70.2,28.45,28.4,36.75
70.3,28.45,28.43,36.75
70.4,28.45,28.47,36.74
70.5,28.6,28.5,36.75
70.6,28.6,28.53,36.74
70.7,28.6,28.57,36.73
70.8,28.6,28.6,36.73
70.9,28.75,28.63,36.73
71.0,28.75,28.67,36.71
71.1,28.75,28.7,36.71
71.2,28.75,28.73,36.7
71.3,28.75,28.77,36.7
71.4,28.9,28.8,36.7
71.5,28.9,28.83,36.69
71.6,28.9,28.87,36.68
71.7,28.9,28.9,36.68
71.8,29.05,28.93,36.68
71.9,29.05,28.97,36.67
72.0,29.05,29.0,36.66
72.1,29.05,29.03,36.66
72.2,29.05,29.07,36.65
72.3,29.2,29.1,36.66
72.4,29.2,29.13,36.65
72.5,29.2,29.17,36.64
72.6,29.2,29.2,36.64
72.7,29.35,29.23,36.64
72.8,29.35,29.27,36.62
72.9,29.35,29.3,36.62
73.0,29.35,29.33,36.61
73.1,29.35,29.37,36.61
73.2,29.5,29.4,36.61
73.3,29.5,29.43,36.6
73.4,29.5,29.47,36.59
73.5,29.5,29.5,36.59
73.6,29.65,29.53,36.59
73.7,29.65,29.57,36.58
73.8,29.65,29.6,36.57
73.9,29.65,29.63,36.57
74.0,29.65,29.67,36.56
74.1,29.8,29.7,36.57
74.2,29.8,29.73,36.56
74.3,29.8,29.77,36.55
74.4,29.8,29.8,36.55
74.5,29.95,29.83,36.55
74.6,29.95,29.87,36.53
74.7,29.95,29.9,36.53
74.8,29.95,29.93,36.52
74.9,29.95,29.97,36.52
75.0,30.0,30.0,36.52
75.1,30.0,30.03,36.52
75.2,30.0,30.07,36.52
75.3,30.0,30.1,36.53
75.4,30.0,30.13,36.54
75.5,30.0,30.17,36.55
75.6,30.0,30.2,36.57
75.7,30.0,30.23,36.59
75.8,30.0,30.27,36.61
75.9,30.0,30.3,36.64
76.0,30.0,30.33,36.67
76.1,30.0,30.37,36.7
76.2,30.0,30.4,36.74
76.3,30.0,30.43,36.78
76.4,30.0,30.47,36.82
76.5,30.0,30.5,36.87
76.6,30.0,30.53,36.92
76.7,30.0,30.57,36.97
76.8,30.0,30.6,37.03
76.9,30.0,30.63,37.09
77.0,30.0,30.67,37.15
77.1,30.0,30.7,37.22
77.2,30.0,30.73,37.29
77.3,30.0,30.77,37.36
77.4,30.0,30.8,37.44
77.5,30.0,30.83,37.52
77.6,30.0,30.87,37.6
77.7,30.0,30.9,37.69
77.8,30.0,30.93,37.78
77.9,30.0,30.97,37.87
78.0,30.0,31.0,37.97
78.1,30.0,31.03,38.07
78.2,30.0,31.07,38.17
78.3,30.0,31.1,38.28
78.4,30.0,31.13,38.39
78.5,30.0,31.17,38.5
78.6,30.0,31.2,38.62
78.7,30.0,31.23,38.74
78.8,30.0,31.27,38.86
78.9,30.0,31.3,38.99
79.0,30.0,31.33,39.12
79.1,30.0,31.37,39.25
79.2,30.0,31.4,39.39
79.3,30.0,31.43,39.53
79.4,30.0,31.47,39.67
79.5,30.0,31.5,39.82
79.6,30.0,31.53,39.97
79.7,30.0,31.57,40.12
79.8,30.0,31.6,40.28
79.9,30.0,31.63,40.44
80.0,30.0,31.67,40.6
80.1,30.0,31.7,40.77
80.2,30.0,31.73,40.94
80.3,30.0,31.77,41.11
80.4,30.0,31.8,41.29
80.5,30.0,31.83,41.47
80.6,30.0,31.87,41.65
80.7,30.0,31.9,41.84
80.8,30.0,31.93,42.03
80.9,30.0,31.97,42.22
81.0,30.0,32.0,42.42
81.1,30.0,32.03,42.62
81.2,30.0,32.07,42.82
81.3,30.0,32.1,43.03
81.4,30.0,32.13,43.24
81.5,30.0,32.17,43.45
81.6,30.0,32.2,43.67
81.7,30.0,32.23,43.89
81.8,30.0,32.27,44.11
81.9,30.0,32.3,44.34
82.0,30.0,32.33,44.57
82.1,30.0,32.37,44.8
82.2,30.0,32.4,45.04
82.3,30.0,32.43,45.28
82.4,30.0,32.47,45.52
82.5,30.0,32.5,45.77
82.6,30.0,32.53,46.02
82.7,30.0,32.57,46.27
82.8,30.0,32.6,46.53
82.9,30.0,32.63,46.79
83.0,30.0,32.67,47.05
83.1,30.0,32.7,47.32
83.2,30.0,32.73,47.59
83.3,30.0,32.77,47.86
83.4,30.0,32.8,48.14
83.5,30.0,32.83,48.42
83.6,30.0,32.87,48.7
83.7,30.0,32.9,48.99
83.8,30.0,32.93,49.28
83.9,30.0,32.97,49.57
84.0,30.0,33.0,49.87
84.1,30.0,33.03,50.17
84.2,30.0,33.07,50.47
84.3,30.0,33.1,50.78
84.4,30.0,33.13,51.09
84.5,30.0,33.17,51.4
84.6,30.0,33.2,51.72
84.7,30.0,33.23,52.04
84.8,30.0,33.27,52.36
84.9,30.0,33.3,52.69
85.0,30.0,33.33,53.02
85.1,30.0,33.37,53.35
85.2,30.0,33.4,53.69
85.3,30.0,33.43,54.03
85.4,30.0,33.47,54.37
85.5,30.0,33.5,54.72
85.6,30.0,33.53,55.07
85.7,30.0,33.57,55.42
85.8,30.0,33.6,55.78
85.9,30.0,33.63,56.14
86.0,30.0,33.67,56.5
86.1,30.0,33.7,56.87
86.2,30.0,33.73,57.24
86.3,30.0,33.77,57.61
86.4,30.0,33.8,57.99
86.5,30.0,33.83,58.37
86.6,30.0,33.87,58.75
86.7,30.0,33.9,59.14
86.8,30.0,33.93,59.53
86.9,30.0,33.97,59.92
87.0,30.0,34.0,60.32
87.1,30.0,34.03,60.72
87.2,30.0,34.07,61.12
87.3,30.0,34.1,61.53
87.4,30.0,34.13,61.94
87.5,30.0,34.17,62.35
87.6,30.0,34.2,62.77
87.7,30.0,34.23,63.19
87.8,30.0,34.27,63.61
87.9,30.0,34.3,64.04
88.0,30.0,34.33,64.47
88.1,30.0,34.37,64.9
88.2,30.0,34.4,65.34
88.3,30.0,34.43,65.78
88.4,30.0,34.47,66.22
88.5,30.0,34.5,66.67
88.6,30.0,34.53,67.12
88.7,30.0,34.57,67.57
88.8,30.0,34.6,68.03
88.9,30.0,34.63,68.49
89.0,30.0,34.67,68.95
89.1,30.0,34.7,69.42
89.2,30.0,34.73,69.89
89.3,30.0,34.77,70.36
89.4,30.0,34.8,70.84
89.5,30.0,34.83,71.32
89.6,30.0,34.87,71.8
89.7,30.0,34.9,72.29
89.8,30.0,34.93,72.78
89.9,30.0,34.97,73.27
90.0,30.0,35.0,73.77
90.1,30.0,34.95,74.27
90.2,30.0,34.9,74.77
90.3,30.0,34.85,75.26
90.4,30.0,34.8,75.74
90.5,30.0,34.75,76.22
90.6,30.0,34.7,76.7
90.7,30.0,34.65,77.17
90.8,30.0,34.6,77.63
90.9,30.0,34.55,78.09
91.0,30.0,34.5,78.55
91.1,30.0,34.45,79.0
91.2,30.0,34.4,79.44
91.3,30.0,34.35,79.88
91.4,30.0,34.3,80.32
91.5,30.0,34.25,80.75
91.6,30.0,34.2,81.17
91.7,30.0,34.15,81.59
91.8,30.0,34.1,82.01
91.9,30.0,34.05,82.42
92.0,30.0,34.0,82.82
92.1,30.0,33.95,83.22
92.2,30.0,33.9,83.62
92.3,30.0,33.85,84.01
92.4,30.0,33.8,84.39
92.5,30.0,33.75,84.77
92.6,30.0,33.7,85.15
92.7,30.0,33.65,85.52
92.8,30.0,33.6,85.88
92.9,30.0,33.55,86.24
93.0,30.0,33.5,86.6
93.1,30.0,33.45,86.95
93.2,30.0,33.4,87.29
93.3,30.0,33.35,87.63
93.4,30.0,33.3,87.97
93.5,30.0,33.25,88.3
93.6,30.0,33.2,88.62
93.7,30.0,33.15,88.94
93.8,30.0,33.1,89.26
93.9,30.0,33.05,89.57
94.0,30.0,33.0,89.87
94.1,30.0,32.95,90.17
94.2,30.0,32.9,90.47
94.3,30.0,32.85,90.76
94.4,30.0,32.8,91.04
94.5,30.0,32.75,91.32
94.6,30.0,32.7,91.6
94.7,30.0,32.65,91.87
94.8,30.0,32.6,92.13
94.9,30.0,32.55,92.39
95.0,30.0,32.5,92.65
95.1,30.0,32.45,92.9
95.2,30.0,32.4,93.14
95.3,30.0,32.35,93.38
95.4,30.0,32.3,93.62
95.5,30.0,32.25,93.85
95.6,30.0,32.2,94.07
95.7,30.0,32.15,94.29
95.8,30.0,32.1,94.51
95.9,30.0,32.05,94.72
96.0,30.0,32.0,94.92
96.1,30.0,31.95,95.12
96.2,30.0,31.9,95.32
96.3,30.0,31.85,95.51
96.4,30.0,31.8,95.69
96.5,30.0,31.75,95.87
96.6,30.0,31.7,96.05
96.7,30.0,31.65,96.22
96.8,30.0,31.6,96.38
96.9,30.0,31.55,96.54
97.0,30.0,31.5,96.7
97.1,30.0,31.45,96.85
97.2,30.0,31.4,96.99
97.3,30.0,31.35,97.13
97.4,30.0,31.3,97.27
97.5,30.0,31.25,97.4
97.6,30.0,31.2,97.52
97.7,30.0,31.15,97.64
97.8,30.0,31.1,97.76
97.9,30.0,31.05,97.87
98.0,30.0,31.0,97.97
98.1,30.0,30.95,98.07
98.2,30.0,30.9,98.17
98.3,30.0,30.85,98.26
98.4,30.0,30.8,98.34
